artist,album,track_name,release_date,popularity,genres,sub-genres,explicit,followers,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,tempo,duration_ms,time_signature,playlist,mood
Lil Wayne,I Am Not A Human Being II (Deluxe),Love Me,2013-01-01,79,hip hop, new orleans rap,1,13295066,2XHzzp1j4IfTNp1FTn7YFg,0.669,0.634,11,-6.476,1,0,0,0,124.906,255053,4,playlist_2013,0
Bruno Mars,Unorthodox Jukebox,Treasure,2012-12-07,79,dance pop, pop,1,47107712,55h7vJchibLdUkxdlX3fK7,0.874,0.692,5,-5.28,0,0,0,0,116.017,178560,4,playlist_2013,1
Christina Perri,A Thousand Years,A Thousand Years,2011-10-18,79,dance pop, neo mellow,0,3541576,6lanRgr6wXibZr8KgzXxBl,0.421,0.407,10,-7.445,1,0,0,0,139.028,285120,3,playlist_2013,0
Lorde,Pure Heroine,Royals,2013-09-27,78,art pop, metropopolis,0,9933609,2dLLR6qlu5UJ5gk0dKz0h3,0.674,0.428,7,-9.504,1,0,0,0,84.878,190185,4,playlist_2013,0
Miley Cyrus,Bangerz (Deluxe Version),We Can't Stop,2013-10-04,78,pop,,0,20128769,2y4lAQpi5VTNLu2ldeTdUH,0.613,0.622,1,-5.794,0,0,0,0,80.003,231240,4,playlist_2013,0
Of Monsters and Men,My Head Is An Animal,Little Talks,2012-01-01,78,folk-pop, metropopolis,0,3464600,2ihCaVdNZmnHZWt0fvAM7B,0.457,0.757,1,-5.177,1,0,0,0,102.961,266600,4,playlist_2013,0
Eminem,The Marshall Mathers LP2,The Monster,2013-11-05,78,detroit hip hop, hip hop,1,67857271,48RrDBpOSSl1aLVCalGl5C,0.781,0.853,1,-3.68,0,0,0,0,110.049,250189,4,playlist_2013,1
Paramore,Paramore,Still into You,2013-04-05,78,candy pop, pixie,0,7646419,1yjY7rpaAQvKwpdUliHx0d,0.602,0.923,5,-3.763,1,0,0,0,136.01,216013,4,playlist_2013,1
Childish Gambino,Because the Internet,3005,2013-12-10,77,atl hip hop, hip hop,1,10619609,5cc9Zbfp9u10sfJeKZ3h16,0.664,0.447,6,-7.272,0,0,0,0,83.138,234215,4,playlist_2013,1
Katy Perry,PRISM,Unconditionally,2013-01-01,77,dance pop, pop,0,25922667,009ImBOrIUlWgla8U05RAC,0.432,0.725,7,-4.862,1,0,0,0,128.902,228879,4,playlist_2013,0
P!nk,The Truth About Love,Try,2012-09-18,77,dance pop, pop,0,14799769,1jF7IL57ayN4Ity3jQqGu0,0.674,0.628,2,-7.079,1,0,0,0,103.998,247907,4,playlist_2013,1
will.i.am,#willpower,Scream & Shout,2013-01-01,77,dance pop, pop,1,3979800,2iJuuzV8P9Yz0VSurttIV5,0.772,0.685,5,-6.849,1,0,0,0,130.033,283400,4,playlist_2013,1
Taylor Swift,Red (Big Machine Radio Release Special),I Knew You Were Trouble.,2012-10-22,77,pop,,0,70367974,6FB3v4YcR57y4tXFcdxI1E,0.622,0.469,3,-6.798,0,0,0,0,77.019,219720,4,playlist_2013,1
Demi Lovato,Demi,Heart Attack,2013-01-01,77,dance pop, pop,0,24516089,1V6gIisPpYqgFeWbMLI0bA,0.504,0.785,8,-4.802,1,0,0,0,173.968,210840,4,playlist_2013,1
Pitbull,Global Warming: Meltdown (Deluxe Version),Feel This Moment (feat. Christina Aguilera),2012,76,dance pop, miami hip hop,0,9899665,0Hf4aIJpsN4Os2f0y0VqWl,0.673,0.758,7,-3.632,1,0,0,0,135.956,229507,4,playlist_2013,1
J. Cole,Born Sinner (Deluxe Version),Power Trip (feat. Miguel),2013-06-18,76,conscious hip hop, hip hop,1,19584571,2uwnP6tZVVmTovzX5ELooy,0.667,0.608,1,-7.054,1,0,0,0,99.992,241160,4,playlist_2013,0
One Direction,Midnight Memories (Deluxe),Best Song Ever,2013-11-25,76,boy band, pop,0,30139275,5T7ZFtCcOgkpjxcuaeZbw0,0.652,0.877,1,-2.986,1,0,0,0,118.491,200107,4,playlist_2013,0
Lorde,Pure Heroine,Team,2013-09-27,76,art pop, metropopolis,0,9933609,3G6hD9B2ZHOsgf4WfNu7X1,0.69,0.578,6,-7.436,1,0,0,0,99.961,193059,4,playlist_2013,0
Justin Bieber,Believe (Deluxe Edition),Beauty And A Beat,2012-06-15,75,canadian pop, pop,0,70765340,190jyVPHYjAqEaOGmMzdyk,0.602,0.843,0,-4.831,1,0,0,0,128.003,227987,4,playlist_2013,1
A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",2013,74,east coast hip hop, hip hop,1,12004031,4X5f3vT8MRuXF68pfjNte5,0.853,0.693,1,-6.87,1,0,0,0,95.967,233787,4,playlist_2013,1
Passenger,All The Little Lights,Let Her Go,2012-08-28,74,folk-pop, neo mellow,0,3145818,1KxwZYyzWNyZSRyErj2ojT,0.479,0.545,7,-7.346,1,0,0,0,74.897,252733,4,playlist_2013,0
Zedd,Clarity,Clarity,2012-01-01,74,complextro, dance pop,0,5908616,60wwxj6Dd9NJlirf84wr2c,0.509,0.781,8,-3.48,1,0,0,0,128.0,271427,4,playlist_2013,0
The Lumineers,The Lumineers,Ho Hey,2012-04-03,74,folk-pop, pop,0,5065508,0W4Kpfp1w2xkY3PrV714B7,0.685,0.466,0,-9.074,1,0,0,0,79.936,163133,4,playlist_2013,0
Bastille,All This Bad Blood,Pompeii,2013-01-01,74,metropopolis, modern rock,0,5304180,4Ub8UsjWuewQrPhuepfVpd,0.679,0.715,9,-6.383,1,0,0,0,127.435,214148,4,playlist_2013,1
Imagine Dragons,Night Visions,Demons,2012-09-04,74,modern rock, rock,0,46525355,3LlAyCYU26dvFZBDUIMb7a,0.505,0.71,3,-3.015,1,0,0,0,89.938,175200,4,playlist_2013,0
Rihanna,Unapologetic (Edited Version),Stay,2012-01-01,73,barbadian pop, pop,0,53901957,789CxjEOtO76BVD1A9yJQH,0.621,0.31,9,-10.164,0,0,0,0,111.893,240707,4,playlist_2013,0
AWOLNATION,Megalithic Symphony,Sail,2011-03-15,73,la indie, modern alternative rock,0,2113745,7ueP5u2qkdZbIPN2YA6LR0,0.826,0.436,1,-9.583,1,0,1,0,119.051,259093,4,playlist_2013,0
Kanye West,Yeezus,Black Skinhead,2013-06-18,73,chicago rap, rap,1,19599435,722tgOgdIbNe3BEyLnejw4,0.766,0.809,1,-6.123,1,0,0,0,130.127,188013,4,playlist_2013,0
Fall Out Boy,Save Rock And Roll,My Songs Know What You Did In The Dark (Light Em Up),2013-01-01,73,emo, modern rock,0,9890506,2E43WFS4rRc09za2r2GmZl,0.558,0.924,9,-4.341,0,0,0,0,151.99,186827,4,playlist_2013,1
Selena Gomez,Stars Dance (Bonus Track Version),Come & Get It,2013-01-01,72,dance pop, pop,0,41035018,6LoQHIo74tOzQ8EsLEkhgF,0.546,0.787,7,-4.1,0,0,0,0,79.979,231987,4,playlist_2013,1
Paramore,Paramore,Ain't It Fun,2013-04-05,72,candy pop, pixie,0,7646419,1j8z4TTjJ1YOdoFEDwJTQa,0.61,0.893,9,-3.681,1,0,0,0,104.031,296520,4,playlist_2013,1
Calvin Harris,18 Months,Sweet Nothing (feat. Florence Welch),2012-10-29,72,dance pop, edm,0,23266323,24LS4lQShWyixJ0ZrJXfJ5,0.573,0.929,8,-3.942,0,0,0,0,127.934,212560,4,playlist_2013,1
Katy Perry,PRISM (Deluxe),Roar,2013-10-18,72,dance pop, pop,0,25922667,6F5c58TMEs1byxUstkzVeM,0.554,0.772,7,-4.821,0,0,0,0,179.984,223546,4,playlist_2013,0
Lana Del Rey,Summertime Sadness [Lana Del Rey vs. Cedric Gervais] (Cedric Gervais Remix),Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,2013-02-01,71,art pop, pop,0,22038678,6PUIzlqotEmPuBfjbwYWOB,0.572,0.81,1,-5.791,0,0,0,0,126.052,214912,4,playlist_2013,0
Drake,Nothing Was The Same,"Hold On, We're Going Home",2013-01-01,71,canadian hip hop, canadian pop,0,73357492,2aSC2xhRxOLiiZZVjhbylH,0.777,0.414,6,-7.44,0,0,0,0,100.002,227880,4,playlist_2013,0
Phillip Phillips,The World From The Side Of The Moon,Home,2012-01-01,70,folk-pop, neo mellow,0,1054550,1EAgPzRbK9YmdOESSMUm6P,0.606,0.826,0,-6.04,1,0,0,0,121.04,210173,4,playlist_2013,0
Ellie Goulding,Halcyon Nights,Burn,2012-10-12,70,dance pop, edm,0,11765673,5lF0pHbsJ0QqyIrLweHJPW,0.555,0.772,1,-5.007,1,0,0,0,86.921,231213,4,playlist_2013,0
Calvin Harris,18 Months,I Need Your Love (feat. Ellie Goulding),2012-10-29,70,dance pop, edm,0,23266323,05SBRd4fXgn8FX7bf8BCAE,0.695,0.869,8,-5.066,1,0,0,0,124.989,234507,4,playlist_2013,1
P!nk,The Truth About Love,True Love (feat. Lily Allen),2012-09-18,69,dance pop, pop,1,14799769,1QNqrsNQ1JVLEwncov3lEY,0.457,0.823,9,-4.76,1,0,0,0,192.205,230733,4,playlist_2013,1
Bridgit Mendler,Hello My Name Is...,Ready or Not,2012-01-01,69,dance pop, pop,0,1319951,5xvUgoVED1F4mBu8FL0HaW,0.715,0.872,2,-3.835,1,0,0,0,93.043,200947,4,playlist_2013,1
2 Chainz,B.O.A.T.S. II #METIME (Deluxe),We Own It (Fast & Furious),2013-01-01,69,atl hip hop, gangster rap,0,7718953,2OQJKTtrH482waGFmOfJni,0.563,0.902,1,-4.586,0,0,0,0,171.999,227907,4,playlist_2013,1
Icona Pop,THIS IS... ICONA POP,I Love It (feat. Charli XCX),2013-08-27,69,candy pop, dance pop,1,695697,6HZ9VeI5IRFCNQLXhpF4bq,0.711,0.906,8,-2.671,1,0,0,0,125.916,157153,4,playlist_2013,1
Taylor Swift,Red (Big Machine Radio Release Special),22,2012-10-22,69,pop,,0,70367974,6ce41JVa6KFaryfmC2bu2W,0.661,0.729,7,-6.561,1,0,0,0,103.987,232120,4,playlist_2013,1
Avicii,I Could Be The One [Avicii vs Nicky Romero],I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,2012-12-29,68,dance pop, edm,0,22682798,1sh6lL6cmlcwhqZKGiKBua,0.509,0.79,6,-3.782,0,0,0,0,127.946,208316,4,playlist_2013,1
Britney Spears,Britney Jean (Deluxe Version),Work Bitch,2013-11-30,68,dance pop, pop,1,12056889,3KliPMvk1EvFZu9cvkj8p1,0.629,0.824,9,-6.53,1,0,0,0,128.01,247960,4,playlist_2013,1
Daft Punk,Random Access Memories,Lose Yourself to Dance (feat. Pharrell Williams),2013-05-17,68,electro, filter house,0,9276705,5CMjjywI0eZMixPeqNd75R,0.832,0.659,10,-7.828,0,0,0,0,100.163,353893,4,playlist_2013,1
Mumford & Sons,Babel (Deluxe Version),I Will Wait,2012-09-25,68,modern folk rock, stomp and holler,0,6454702,1fXiYSWmkKJfRKMegCkI11,0.478,0.758,1,-5.4,1,0,0,0,131.109,276720,4,playlist_2013,0
Flo Rida,Wild Ones,I Cry,2012-06-22,67,dance pop, edm,0,8809849,4bZd0nRuX8HyjeXAUBczvm,0.693,0.822,4,-5.441,0,0,0,0,126.035,223800,4,playlist_2013,1
Armin van Buuren,Intense,This Is What It Feels Like,2013-05-03,67,dutch trance, edm,0,4225784,5GjnIpUlLGEIYk052ISOw9,0.551,0.833,8,-5.217,1,0,0,0,129.885,204360,5,playlist_2013,0
Avril Lavigne,Avril Lavigne (Expanded Edition),Here's to Never Growing Up,2013-11-01,67,canadian pop, candy pop,1,9677454,0qwcGscxUHGZTgq0zcaqk1,0.482,0.873,0,-3.145,1,0,0,0,165.084,214320,4,playlist_2013,1
Michael Bublé,To Be Loved,It's a Beautiful Day,2013-04-11,66,adult standards, canadian pop,0,5775900,0mvkwaZMP2gAy2ApQLtZRv,0.532,0.795,1,-3.979,1,0,0,0,143.837,199267,4,playlist_2013,1
Ariana Grande,Yours Truly,The Way,2013-01-01,66,dance pop, pop,0,88885727,0S4RKPbRDA72tvKwVdXQqe,0.645,0.878,5,-3.208,0,0,0,0,82.324,227027,4,playlist_2013,1
Calvin Harris,18 Months,Thinking About You (feat. Ayah Marar),2012-10-29,66,dance pop, edm,0,23266323,1KtD0xaLAikgIt5tPbteZQ,0.725,0.874,0,-3.715,0,0,0,0,127.985,247933,4,playlist_2013,1
will.i.am,#willpower (Deluxe),#thatPOWER,2013-01-01,66,dance pop, pop,0,3979800,01TuObJVd7owWchVRuQbQw,0.797,0.608,6,-6.096,0,0,0,0,127.999,279507,4,playlist_2013,0
John Newman,Tribute,Love Me Again,2013-01-01,66,dance pop,,0,697068,5VSCgNlSmTV2Yq5lB40Eaw,0.495,0.894,2,-4.814,0,0,0,0,126.03,239894,4,playlist_2013,0
Drake,Nothing Was The Same,Started From the Bottom,2013-01-01,66,canadian hip hop, canadian pop,1,73357492,5DI9jxTHrEiFAhStG7VA8E,0.793,0.524,8,-7.827,1,0,0,0,86.325,174133,4,playlist_2013,1
One Direction,One Way Or Another (Teenage Kicks),One Way or Another (Teenage Kicks),2013-02-17,65,boy band, pop,0,30139275,3jZomvOBa5qfTo5HkqI1p5,0.489,0.867,4,-3.121,0,0,0,0,162.131,157293,4,playlist_2013,0
Kodaline,In A Perfect World (Expanded Edition),High Hopes,2013-06-17,65,irish pop, pop,0,2832722,6KkyuDhrEhR5nJVKtv9mCf,0.488,0.487,4,-6.371,1,0,0,0,77.278,230267,4,playlist_2013,0
Justin Timberlake,The 20/20 Experience (Deluxe Version),Suit & Tie (feat. Jay-Z),2013-03-15,65,dance pop, pop,1,12741011,6vt0I1cw1YmAIKDJvHVIM5,0.795,0.596,11,-3.799,0,0,0,0,101.985,326280,4,playlist_2013,0
Sebastian Ingrosso,Reload (Vocal Version / Radio Edit),Reload - Radio Edit,2013-01-01,65,edm, electro house,0,954241,5jyUBKpmaH670zrXrE0wmO,0.485,0.724,9,-4.633,0,0,0,0,128.045,221273,4,playlist_2013,0
Jason Derulo,Talk Dirty,Talk Dirty (feat. 2 Chainz),2013-09-10,65,dance pop, edm,1,11768818,6g6A7qNhTfUgOSH7ROOxTD,0.76,0.652,6,-7.321,1,0,0,0,100.315,177685,4,playlist_2013,1
Eminem,The Marshall Mathers LP2 (Deluxe),Berzerk,2013-11-05,65,detroit hip hop, hip hop,1,67857271,6Xk7PnitV9jCRorWt2LiVZ,0.739,0.872,11,-4.059,0,0,0,0,95.084,238746,4,playlist_2013,1
Pitbull,Global Warming: Meltdown (Deluxe Version),Don't Stop the Party (feat. TJR),2012,65,dance pop, miami hip hop,0,9899665,3Tu7uWBecS6GsLsL8UONKn,0.722,0.958,4,-3.617,1,0,0,0,127.008,206120,4,playlist_2013,1
Taylor Swift,Red (Big Machine Radio Release Special),Everything Has Changed,2012-10-22,64,pop,,0,70367974,3Z1kZKYfRC8iRXnYeC5sCJ,0.624,0.458,6,-6.755,1,0,0,0,80.016,245413,4,playlist_2013,0
Ciara,Ciara,Body Party,2013-07-05,64,dance pop, hip pop,0,6081278,0rFZaQ4crlGAzuCjWCQ2xu,0.577,0.576,2,-6.299,1,0,0,0,133.973,234040,4,playlist_2013,0
Ylvis,The Fox (What Does the Fox Say?),The Fox (What Does the Fox Say?),2013-09-02,63,comic,,0,156910,5HOpkTTVcmZHnthgyxrIL8,0.703,0.867,6,-4.292,1,0,0,0,128.008,213708,4,playlist_2013,1
The 1975,The 1975,Chocolate,2013-01-01,63,modern alternative rock, modern rock,0,6449402,44Ljlpy44mHvLJxcYUvTK0,0.591,0.94,11,-4.341,1,0,0,0,100.043,224640,4,playlist_2013,1
JAY-Z,Magna Carta... Holy Grail,Holy Grail,2013-07-04,62,east coast hip hop, hip hop,1,8234325,1q9bLSeIlGf2xBvbOkp2Wr,0.676,0.534,2,-6.901,0,0,0,0,145.082,338413,4,playlist_2013,0
Macklemore & Ryan Lewis,The Heist,Same Love (feat. Mary Lambert),2012-10-09,62,dance pop, pop,0,2610648,01uqI4H13Gsd8Lyl1EYd8H,0.688,0.473,8,-9.059,1,0,0,0,84.958,318525,4,playlist_2013,0
Maroon 5,Overexposed (Deluxe),Daylight,2012-01-01,62,pop,,0,39991348,6TwfdLbaxTKzQi3AgsZNzx,0.657,0.679,2,-5.511,1,0,0,0,120.007,225307,4,playlist_2013,0
Chris Brown,X (Expanded Edition),Fine China,2014-09-16,61,dance pop, r&b,0,18930345,0yz2J4wsXFCjMjpJ6A74yV,0.654,0.731,10,-4.767,0,0,0,0,104.002,213200,4,playlist_2013,1
Wale,The Gifted,Bad (feat. Rihanna) - Remix,2013-06-25,61,gangster rap, hip hop,1,4136234,5yhKaacMZGRo4s6evJx9vk,0.807,0.702,6,-6.594,0,0,0,0,114.038,238827,4,playlist_2013,0
Martin Garrix,Animals,Animals - Radio Edit,2016-12-16,61,dance pop, dutch edm,0,15757163,65G7XDGcybJiGywSCXJiL5,0.593,0.914,1,-5.351,1,0,0,0,128.015,176120,4,playlist_2013,0
Calvin Harris,18 Months,Drinking from the Bottle (feat. Tinie Tempah),2012-10-29,61,dance pop, edm,0,23266323,1oHxIPqJyvAYHy0PVrDU98,0.665,0.886,9,-4.175,0,0,0,0,128.062,240347,4,playlist_2013,1
Bastille,All This Bad Blood,Of The Night,2013-01-01,60,metropopolis, modern rock,0,5304180,7BNDyzwDboNRR2wmd7GSew,0.67,0.829,5,-7.2,0,0,0,0,125.01,214206,4,playlist_2013,0
Jason Derulo,Talk Dirty,The Other Side,2013-09-10,59,dance pop, edm,0,11768818,5FljCWR0cys07PQ9277GTz,0.561,0.836,9,-3.939,1,0,0,0,127.923,226987,4,playlist_2013,1
Duke Dumont,Need U (100%) (feat. A*M*E) [Remixes],Need U (100%) (feat. A*M*E) - Radio Edit,2013-03-29,59,dance pop, destroy techno,0,687919,5zdkUzguZYAfBH9fnWn3Zl,0.67,0.848,0,-5.103,0,0,0,0,124.031,174122,4,playlist_2013,0
Christina Perri,human,human,2013-11-18,59,dance pop, neo mellow,0,3541576,1zVhMuH7agsRe6XkljIY4U,0.439,0.489,8,-6.286,1,0,0,0,143.808,250707,4,playlist_2013,0
David Guetta,Nothing but the Beat 2.0,Play Hard (feat. Ne-Yo & Akon),2011-08-24,59,big room, dance pop,0,25719572,2QD4C6RRHgRNRAyrfnoeAo,0.691,0.921,8,-1.702,0,0,0,0,130.072,201000,4,playlist_2013,1
Olly Murs,Right Place Right Time (Expanded Edition),Dear Darlin',2012-11-26,58,dance pop, pop,0,3290579,0s0JMUkb2WCxIJsRB3G7Hd,0.512,0.828,11,-4.672,0,0,0,0,124.021,206373,4,playlist_2013,0
Katy Perry,PRISM (Deluxe),This Is How We Do,2013-10-18,58,dance pop, pop,0,25922667,5vL0yvddknhGj7IrBc6UTj,0.69,0.636,9,-6.028,0,0,0,0,96.0,204285,4,playlist_2013,1
Florida Georgia Line,Here's To The Good Times,Cruise,2012-01-01,57,contemporary country, country,0,5164463,5BhsEd82G0Mnim0IUH6xkT,0.457,0.948,10,-3.364,1,0,0,0,148.0,208960,4,playlist_2013,1
CHVRCHES,The Bones of What You Believe,The Mother We Share,2013-09-20,57,electropop, metropopolis,1,1349809,2FV7Exjr70J652JcGucCtE,0.45,0.677,1,-6.428,1,0,0,0,174.027,191294,4,playlist_2013,0
OneRepublic,Native,Counting Stars,2014-01-01,77,piano rock, pop,0,15265256,6sy3LkhNFjJWlaeSMNwQ62,0.664,0.705,1,-4.972,0,0,0,0,122.017,257840,4,playlist_2014,0
One Direction,FOUR (Deluxe),Night Changes,2014-11-17,86,boy band, pop,0,30139275,5O2P9iiztwhomNh8xkR9lJ,0.672,0.52,8,-7.747,1,0,0,0,120.001,226600,4,playlist_2014,0
Sam Smith,In The Lonely Hour,I'm Not The Only One,2014-05-26,85,pop, uk pop,0,22131598,7795WJLVKJoAyVoOtCWqXN,0.677,0.485,5,-5.795,1,0,0,0,82.001,239317,4,playlist_2014,0
Ed Sheeran,x (Deluxe Edition),Photograph,2014-06-21,84,pop, uk pop,0,110635382,1HNkqx9Ahdgi1Ixy2xkKkL,0.614,0.379,4,-10.48,1,0,0,0,107.989,258987,4,playlist_2014,0
John Legend,Love In The Future (Expanded Edition),All of Me,2013-08-30,84,neo mellow, neo soul,0,6427022,3U4isOIWM3VvDubwSI3y7a,0.422,0.264,8,-7.064,1,0,0,0,119.93,269560,4,playlist_2014,0
Maroon 5,V,Maps,2014-09-02,83,pop,,0,39991348,4gbVRS8gloEluzf0GzDOFc,0.742,0.713,1,-5.522,0,0,0,0,120.032,189960,4,playlist_2014,1
Coldplay,Ghost Stories,A Sky Full of Stars,2014-05-19,83,permanent wave, pop,0,42767408,0FDzzruyVECATHXKHFs9eJ,0.545,0.675,6,-6.474,1,0,0,0,124.97,267867,4,playlist_2014,0
Sam Smith,In The Lonely Hour,Stay With Me,2014-05-26,83,pop, uk pop,0,22131598,5Nm9ERjJZ5oyfXZTECKmRt,0.418,0.42,0,-6.444,1,0,0,0,84.094,172724,4,playlist_2014,0
Paloma Faith,A Perfect Contradiction (Outsiders' Expanded Edition),Only Love Can Hurt Like This,2014-03-10,82,british soul, dance pop,0,1159560,62ke5zFUJN6RvtXZgVH0F8,0.566,0.885,8,-4.528,1,0,0,0,90.99,232893,4,playlist_2014,0
OneRepublic,Native,Love Runs Out,2014-01-01,63,piano rock, pop,0,15265256,5BJSZocnCeSNeYMj3iVqM7,0.719,0.935,7,-3.752,1,0,0,0,120.022,224227,4,playlist_2014,1
One Direction,Midnight Memories (Deluxe),Story of My Life,2013-11-25,82,boy band, pop,0,30139275,4nVBt6MZDDP6tRVdQTgxJg,0.6,0.663,3,-5.802,1,0,0,0,121.07,245493,4,playlist_2014,0
Pitbull,Global Warming: Meltdown (Deluxe Version),Timber (feat. Ke$ha),2012,80,dance pop, miami hip hop,0,9899665,3cHyrEgdyYRjgJKSOiOtcS,0.581,0.963,11,-4.087,1,0,0,0,129.992,204160,4,playlist_2014,1
Ed Sheeran,x (Deluxe Edition),Thinking out Loud,2014-06-21,82,pop, uk pop,0,110635382,34gCuhDGsG4bRPIf9bb02f,0.781,0.445,2,-6.061,1,0,0,0,78.998,281560,4,playlist_2014,1
Calvin Harris,Motion,Summer,2014-10-31,80,dance pop, edm,0,23266323,6YUTL4dYpB9xZO5qExPf05,0.596,0.856,4,-3.556,0,0,0,0,127.949,222533,4,playlist_2014,1
MKTO,MKTO,Classic,2012,80,dance pop, pop,0,1023317,6FE2iI43OZnszFLuLtvvmg,0.72,0.791,1,-4.689,1,0,0,0,102.071,175427,4,playlist_2014,1
Maroon 5,V,Sugar,2014-09-02,80,pop,,1,39991348,2iuZJX9X9P0GKaE93xcPjk,0.748,0.788,1,-7.055,1,0,0,0,120.076,235493,4,playlist_2014,1
Pharrell Williams,G I R L,"Happy - From ""Despicable Me 2""",2014-03-03,79,hip hop, pop,0,4149350,60nZcImufyMA1MKQY3dcCH,0.647,0.822,5,-4.662,0,0,0,0,160.019,232720,4,playlist_2014,1
MAGIC!,Don't Kill the Magic,Rude,2014-06-25,79,reggae fusion,,0,1304153,6RtPijgfPKROxEzTHNRiDp,0.773,0.758,1,-4.993,1,0,0,0,144.033,224840,4,playlist_2014,1
Vance Joy,Dream Your Life Away (Special Edition),Riptide,2014-09-09,79,folk-pop, pop,0,2790729,3JvrhDOgAt6p7K8mDyZwRd,0.484,0.731,1,-6.694,1,0,0,0,101.654,204280,4,playlist_2014,1
Katy Perry,PRISM,Dark Horse,2013-01-01,79,dance pop, pop,0,25922667,4jbmgIyjGoXjY01XxatOx6,0.647,0.585,6,-6.123,1,0,0,0,131.934,215672,4,playlist_2014,0
Maroon 5,V,Animals,2014-09-02,80,pop,,0,39991348,2bL2gyO6kBdLkNSkxXNh6x,0.279,0.742,4,-6.46,0,0,0,0,189.868,231013,4,playlist_2014,0
One Direction,FOUR (Deluxe),Steal My Girl,2014-11-17,79,boy band, pop,0,30139275,2Bs4jQEGMycglOfWPBqrVG,0.536,0.768,10,-5.948,0,0,0,0,77.217,228133,4,playlist_2014,1
Ariana Grande,My Everything (Deluxe),Love Me Harder,2014-08-25,78,dance pop, pop,0,88885727,5J4ZkQpzMUFojo1CtAZYpn,0.472,0.714,1,-4.389,0,0,0,0,98.992,236133,4,playlist_2014,0
George Ezra,Wanted on Voyage (Expanded Edition),Budapest,2014-06-30,78,folk-pop, neo-singer-songwriter,0,3978584,2ixsaeFioXJmMgkkbd4uj1,0.717,0.455,5,-8.303,1,0,0,0,127.812,200733,4,playlist_2014,0
American Authors,"Oh, What A Life",Best Day Of My Life,2014-01-01,77,indie poptimism, modern alternative rock,0,1481887,5Hroj5K7vLpIG4FNCRIjbP,0.673,0.902,2,-2.392,1,0,0,0,100.012,194240,4,playlist_2014,1
Jessie J,Sweet Talker (Deluxe Version),Bang Bang,2014-10-14,77,dance pop, pop,0,11002846,0puf9yIluy9W0vpMEUoAnN,0.706,0.786,0,-3.417,0,0,0,0,150.028,199387,4,playlist_2014,1
Avicii,True,Hey Brother,2013-01-01,77,dance pop, edm,0,22682798,4lhqb6JvbHId48OUJGwymk,0.545,0.78,7,-4.867,0,0,0,0,125.014,255093,4,playlist_2014,0
Rixton,Let The Road,Me And My Broken Heart,2014-01-01,77,dance pop, pop,0,745673,1oew3nFNY3vMacJAsvry0S,0.545,0.783,5,-4.261,0,0,0,0,174.084,193733,4,playlist_2014,1
Mr. Probz,Waves (Robin Schulz Radio Edit),Waves - Robin Schulz Radio Edit,2014-02-07,76,dutch hip hop, tropical house,0,324745,1HFfMOxCAT4GAwaPfCdmUs,0.829,0.51,5,-9.334,0,0,0,0,119.994,208133,4,playlist_2014,0
Ariana Grande,My Everything (Deluxe),Break Free,2014-08-25,76,dance pop, pop,0,88885727,12KUFSHFgT0XCoiSlvdQi4,0.687,0.702,7,-5.324,0,0,0,0,129.956,214840,4,playlist_2014,0
Calvin Harris,Motion,Blame (feat. John Newman),2014-10-31,76,dance pop, edm,0,23266323,07nH4ifBxUB4lZcsf44Brn,0.414,0.857,0,-4.078,0,0,0,0,128.024,212960,4,playlist_2014,0
Lorde,Pure Heroine,Team,2013-09-27,76,art pop, metropopolis,0,9933609,3G6hD9B2ZHOsgf4WfNu7X1,0.69,0.578,6,-7.436,1,0,0,0,99.961,193059,4,playlist_2014,0
Nico & Vinz,Black Star Elephant,Am I Wrong,2014,75,pop rap,,0,510434,1fidCEsYlaVE3pHwKCvpFZ,0.729,0.675,8,-6.003,1,0,0,0,119.968,245867,4,playlist_2014,1
ScHoolboy Q,Oxymoron (Deluxe),Collard Greens,2014-01-01,75,gangster rap, hip hop,1,4435967,0zO8ctW0UiuOefR87OeJOZ,0.825,0.575,11,-4.87,1,0,0,0,153.954,299960,4,playlist_2014,1
Becky G,Shower,Shower,2014-04-23,75,dance pop, latin pop,0,13186190,3DmW6y7wTEYHJZlLo1r6XJ,0.699,0.529,2,-7.548,1,0,0,0,119.987,206167,4,playlist_2014,0
Various Artists,Frozen (Original Motion Picture Soundtrack / Deluxe Edition),"Let It Go - From ""Frozen""/Soundtrack Version",2013-01-01,75,hollywood, show tunes,0,415624,0qcr5FMsEO85NAQjrlDRKo,0.543,0.485,8,-6.85,1,0,0,0,136.961,223840,4,playlist_2014,0
Ariana Grande,My Everything (Deluxe),Problem,2014-08-25,75,dance pop, pop,0,88885727,7vS3Y0IKjde7Xg85LWIEdP,0.66,0.805,1,-5.352,0,0,0,0,103.008,193920,4,playlist_2014,1
Labrinth,Jealous - EP,Jealous,2014-11-23,74,indie poptimism, pop,0,2709490,4G92yYrUs0cvY7G41YRI0z,0.439,0.153,1,-8.95,1,0,0,0,116.76,287693,3,playlist_2014,0
